base,freq
biblioteczno:ign,1
bibliotecznobibliograficzny:adj,1
biblioteczny:adj,65
biblioteka:subst,207
bibliotekarski:adj,3
bibliotekarstwo:subst,2
bibliotekarz:subst,11
bibliotekoznawstwo:subst,2
bibuła:subst,2
bibułka:subst,3
bicie:subst,2
bicz:subst,1
bie:ign,1
biec:fin,82
biec:inf,1
biec:pact,15
bieg:subst,178
bieganowo:ign,1
biegunka:subst,1
biegła:subst,286
biegłość:subst,1
biegły:subst,416
bielizna:subst,37
bielić:ppas,95
bieliźniarstwo:subst,2
bielski:adj,2
bielski:adjp,13
bielsko:adv,9
bielskubiałej:ign,2
bierczy:adj,1
biernatki:ign,1
bierny:adj,81
bieszczadzki:adj,2
bieżnikować:ger,6
bieżnikować:ppas,8
bieżąco:adv,45
bieżący:adj,370
bifenyl:subst,3
bilans:subst,229
bilansować:ger,4
bilansowość:subst,7
bilansowy:adj,179
bilard:subst,2
bilet:subst,46
bilion:subst,1
biliotekami:ign,1
bingo:subst,36
bioakumulacja:subst,2
biobójczego:ign,1
biobójczych:ign,63
biobójczym:ign,1
biobójczymi:ign,2
biocenoza:subst,4
biochemia:subst,1
biochemiczny:adj,10
biocyd:subst,2
biodegradacja:subst,8
biodostępność:subst,8
bioenergia:subst,1
bioetanol:subst,4
bioetyczny:adj,9
biogaz:subst,14
biogen:subst,1
biogeograficzny:adj,1
biokomponent:subst,30
biolo:ign,1
biolog:depr,1
biologia:subst,9
biologica:ign,1
biologiczengo:ign,1
biologicznie:adv,14
biologiczny:adj,249
biologique:ign,1
biologische:ign,2
biológica:ign,1
biomasa:subst,9
biometryczny:adj,8
biopaliwo:subst,69
biopreparat:subst,3
biopsja:subst,1
biopłyn:subst,2
biorca:subst,41
biorstwa:ign,1
biorstwach:ign,1
biorównoważność:subst,5
biotechnologia:subst,7
biotransformacja:subst,1
biotyczny:adj,3
biowodór:subst,1
bipiperydyno:ign,1
biret:subst,2
bischoefliche:ign,1
bischofliche:ign,1
biskup:subst,7
biskupi:adj,1
biskupiec:ign,1
bison:ign,2
bit:brev,6849
bitum:subst,9
bitumiczny:adj,18
bity:adj,1
biuletyn:subst,232
biuretu:ign,25
biuro:subst,844
biurowość:subst,6
biurowy:adj,53
biustonosz:subst,4
biwakować:ger,2
biwakowy:adj,2
biłgorajski:adj,2
biżuteria:subst,7
blacha:subst,13
blacharski:adj,3
blady:adj,1
blanco:ign,4
blankiet:subst,18
blaszany:adj,6
blaszka:subst,1
blezer:subst,16
bliscy:subst,15
bliski:adj,295
blisko:adv,12
bliskość:subst,1
bliźni:subst,1
bliźniaczy:adj,1
blo:ign,1
blok:subst,15
blokada:subst,34
blokować:fin,2
blokować:ger,12
blokować:ppas,2
bluetongue:ign,2
bluzka:subst,19
bo:comp,11
boazeria:subst,1
bobassu:ign,1
bober:subst,1
bocheński:adj,2
bocznica:subst,22
boczny:adj,10
bodziec:subst,1
bogactwo:subst,3
bogaty:depr,1
bohater:subst,1
bohumina:ign,2
bojowy:adj,32
bok:subst,35
boks:subst,1
bolducs:ign,1
bolesławiecki:adj,2
bon:subst,70
bonifikata:subst,16
bonitacja:subst,3
bonitacyjny:adj,4
bonżurek:subst,1
bor:subst,203
boran:subst,9
bordetella:ign,1
borelioza:subst,1
borny:adj,1
boroetanol:ign,1
boroetanoloaminy:ign,1
borowina:subst,1
borowy:subst,5
borowyja:ign,1
borrelia:ign,1
boryjskie:ign,1
boryszew:ign,2
borówiec:ign,1
borówka:subst,1
bosman:subst,20
bosmanat:subst,4
bosmanmat:subst,11
botaniczny:adj,81
botulinum:ign,1
bovine:ign,13
bowiązuje:ign,1
bowych:ign,1
boxing:subst,1
boży:adj,3
brak:pred,208
brak:subst,748
brakować:fin,9
brakować:ger,2
brakujący:adj,36
bram:subst,1
braniewski:adj,2
bransoleta:subst,1
bransoletka:subst,1
branża:subst,14
branżowy:adj,106
brat:subst,8
bratowa:subst,1
brać:fin,142
brać:ger,7
brać:inf,70
brać:pact,128
brać:pcon,265
brać:ppas,12
brać:praet,64
brew:subst,3
brezent:subst,3
broczyna:ign,2
broda:subst,2
brodnicki:adj,2
brodzik:subst,2
broker:subst,16
brokerski:adj,41
brolamfetamina:ign,1
bromek:subst,1
bromoamfetamina:ign,1
bromochlorodifluorometan:ign,1
bromodifluoroetan:ign,1
bromodifluorometan:ign,1
bromodifluoropropan:ign,1
bromofluoroetan:ign,1
bromofluorometan:ign,1
bromofluoropropan:ign,1
bromoheksafluoropropan:ign,1
bromometan:ign,1
bromopentafluoropropan:ign,1
bromotetrafluoroetan:ign,1
bromotetrafluoropropan:ign,1
bromotrifluoroetan:ign,1
bromotrifluorometan:ign,1
bromotrifluoropropan:ign,1
brona:subst,1
bronchitis:ign,1
bronić:inf,2
bronić:ppas,2
bronować:ger,1
brood:ign,2
broszura:subst,9
browar:subst,1
broń:subst,404
brucellosis:ign,3
bruceloza:subst,4
brud:subst,1
brudzić:ger,1
brukowcowej:ign,1
brunatny:adj,33
brutto:adv,215
bryczesy:subst,16
brygada:subst,25
brygadier:subst,2
brykiet:subst,2
brykietki:ign,1
brykietować:ger,1
brykietować:ppas,1
brylińce:ign,1
brytania:subst,9
brytyjski:adj,4
bryła:subst,9
brzeczka:subst,3
brzeg:subst,73
brzegowe:subst,9
brzegowy:adj,7
brzemiennie:adv,1
brzeski:adj,2
brzeżawa:ign,1
brzeżny:adj,1
brzmienie:subst,17875
brzmieć:fin,1
brzminie:ign,1
brzmiący:adj,1
brzoskwinia:subst,3
brzozowski:adj,2
brzuch:subst,1
brzuszny:adj,8
brzytwa:subst,1
bród:subst,1
brązowniczy:adj,1
brązowo:adv,3
brązowy:adj,4
bswp:ign,66
bswsg:ign,70
bubalis:ign,2
bubalus:ign,2
buda:subst,10
budka:subst,8
budowa:subst,820
budować:fin,10
budować:ger,14
budować:inf,2
budować:ppas,22
budowla:subst,173
budowlano:adv,6
budowlany:adj,75
budowlany:depr,235
budowlany:subst,948
budownictwo:subst,481
budujący:adj,2
budujący:subst,1
budynek:subst,1016
budynkowy:adj,1
budynów:ign,1
budzić:fin,46
budzić:inf,8
budzić:pact,17
budże:ign,2
budżet:subst,1918
budżetowy:adj,1583
buesingen:ign,1
bufet:subst,2
buhaj:subst,1
bujać:ppas,1
bukingowy:adj,5
bukmacherski:adj,1
bukować:pact,3
bukowno:ign,1
bulwa:subst,1
bulwar:subst,3
bunduszu:ign,1
bunkrować:ger,1
bunkrowy:adj,2
bunt:subst,1
buraczany:adj,11
burak:subst,92
burley:ign,1
burmistrz:subst,401
burneti:ign,1
bursa:subst,11
bursal:ign,2
bursztyn:subst,7
burt:subst,14
burta:subst,6
burza:subst,1
businesseurope:ign,2
busko:adv,1
but:subst,1
butel:subst,3
butelka:subst,46
buten:subst,3
butik:subst,2
butylo:ign,4
butyloindol:ign,1
by:comp,54
by:qub,3537
bycie:subst,4
bydgoski:adj,4
bydło:subst,79
byk:subst,1
bylina:subst,7
bystrzyca:subst,1
byt:subst,17
bytowanie:subst,18
bytować:fin,1
bytowski:adj,2
bytowy:adj,52
być:aglt,2952
być:bedzie,918
być:fin,19372
być:inf,6120
być:pact,2319
być:pcon,172
być:praet,2246
była:subst,323
były:subst,467
bz:interj,5
bóg:subst,24
bójka:subst,4
ból:subst,11
bót:ign,1
bów:ign,1
bąblowica:subst,1
bądź:conj,808
bębnowy:adj,7
będziński:adj,2
błam:subst,4
błona:subst,4
błonica:subst,5
błotniarka:subst,5
błotny:adj,2
błoto:subst,9
błoński:adj,3
błyskawiczny:adj,1
błąd:subst,178
błędnie:adv,3
błędny:adj,26
caapi:ign,1
caerulea:ign,1
cairina:ign,1
calea:ign,1
camelus:ign,1
campingowy:adj,1
campione:ign,1
campylobacter:ign,1
campylobacteriosis:ign,1
campylobacterosis:ign,1
cannabis:ign,3
cao:ign,15
caprine:ign,3
capstrzyk:subst,1
cardigan:subst,4
carob:ign,1
carp:ign,2
carrageenon:ign,1
casco:subst,4
cateringowy:adj,1
catha:ign,1
cattle:ign,1
cattles:ign,3
cał:ign,3
całka:subst,1
całkow:ign,1
całkowicie:adv,119
całkowit:ign,4
całkowity:adj,518
całkowy:adj,1
całodobowo:adv,1
całodobowy:adj,60
całodzienny:adj,17
całokształt:subst,18
całoroczny:adj,2
całościowo:adv,1
całościowy:adj,2
całość:subst,821
cały:adj,356
cba:ign,11
cbśp:ign,34
ce:subst,19
cebrzyk:subst,1
cebula:subst,1
cebulowa:subst,1
cech:subst,264
cecha:subst,10
cechować:fin,4
cechować:ger,7
cechować:pact,2
cechownik:subst,1
cechowy:adj,2
cedent:subst,7
cedler:ign,1
cedzidło:subst,5
cee:ign,4
ceep:ign,2
ceglany:adj,4
cego:ign,3
cegła:subst,2
ceidg:ign,1
cej:ign,1
cel:subst,5584
cela:subst,9
celnik:subst,2
celno:ign,8
celny:adj,3934
celowo:adv,12
celowość:subst,54
celowy:adj,566
celuloza:subst,1
celulozowo:ign,2
celulozowy:adj,10
cement:subst,1
cementowo:ign,1
cementowy:adj,19
cemu:ign,1
cena:subst,1744
cennik:subst,21
cenny:adj,10
cenowo:adv,2
cenowy:adj,61
cent:brev,3254
center:subst,44
centowania:ign,1
centrala:subst,34
centralne:subst,486
centralnie:adv,3
centralny:adj,379
centrum:subst,518
centylitr:subst,2
centymetr:brev,45
centymetr:subst,8
cenzura:subst,3
cenzurować:ger,2
ceramiczny:adj,18
ceramik:subst,1
ceramika:subst,4
ceratka:subst,1
ceratonia:subst,1
ceremoniał:subst,11
cerkiewny:adj,1
cerować:ger,4
certificat:ign,1
certyfikacja:subst,96
certyfikacyjny:adj,213
certyfikat:subst,687
certyfikować:ger,6
certyfikować:inf,1
certyfikować:pact,118
certyfikować:ppas,13
cesie:ign,1
cesja:subst,2
cesów:ign,1
cetyfikacie:ign,1
ceutę:ign,1
cezar:depr,2
cfe:ign,1
ch:ign,8
cha:interj,1
chacruna:ign,1
chalcedonity:ign,1
challenge:subst,1
champion:subst,1
charakter:subst,1201
charakterystyczny:adj,38
charakterystyka:subst,225
charakteryzować:fin,11
charakteryzować:inf,1
charakteryzować:pact,37
charakteryzować:ppas,3
chargés:ign,1
chart:subst,4
charytatywno:ign,87
charytatywny:adj,43
charyzma:subst,1
chałupka:subst,2
chałupnictwo:subst,2
chałupniczo:adv,2
chcieć:fin,18
chcieć:pcon,2
chcący:adj,1
cheater:ign,8
chelat:subst,30
chelatującego:ign,14
chelatującym:ign,5
chemi:ign,1
chemia:subst,11
chemicz:ign,4
chemiczn:ign,3
chemicznie:adv,49
chemiczno:ign,12
chemiczny:adj,533
chemikali:ign,2
chemikalia:subst,7
chemikalii:ign,1
chemioterapia:subst,2
chemizacja:subst,4
chemoodporny:adj,4
chełmiński:adj,2
chełmski:adj,3
chilijski:adj,1
chirurgia:subst,3
chirurgiczny:adj,12
chiński:adj,1
chl:ign,1
chlamydia:subst,1
chlamydiosis:ign,2
chlamydioza:ign,2
chlamydiozami:ign,1
chlamydiozy:ign,2
chleb:subst,1
chlewny:adj,3
chlo:ign,2
chlor:subst,23
chloran:subst,1
chlorek:subst,25
chloro:ign,3
chlorobenzylo:ign,1
chlorodifluoroetan:ign,1
chlorodifluorometan:ign,1
chlorodifluoropropan:ign,1
chlorofluoroetan:ign,1
chlorofluorometan:ign,1
chlorofluoropropan:ign,1
chloroheksafluoropropan:ign,1
chloroheptafluoropropan:ign,1
chloronaftalen:ign,1
chloropentafluoroetan:ign,1
chloropentafluoropropan:ign,1
chlorotetrafluoroetan:ign,1
chlorotetrafluoropropan:ign,1
chlorotrifluoroetan:ign,1
chlorotrifluorometan:ign,1
chlorotrifluoropropan:ign,1
chlorować:ppas,2
chlorowcopochodnej:ign,1
chmiel:subst,106
chmielowy:adj,38
chociaż:comp,7
chociażby:comp,129
chodnik:subst,24
chody:subst,1
chodzieski:adj,2
chodzież:ign,2
chodzić:fin,24
chojnicki:adj,2
cholera:subst,8
cholerae:ign,1
cholewka:subst,3
cholewkarstwo:subst,2
chomik:subst,1
chora:subst,666
choreografia:subst,3
choroba:subst,932
chorobotwórczy:adj,27
chorobowe:subst,268
chorobowość:subst,2
chorobowy:adj,51
chorować:pact,6
chory:subst,13
chorągiew:subst,2
chorąża:subst,34
chorąży:subst,73
choszczeński:adj,2
chowanie:subst,11
chowany:subst,2
choć:comp,1
choćby:comp,84
chrom:subst,6
chromen:ign,1
chromosom:subst,1
chroniczny:adj,2
chronić:fin,5
chronić:inf,16
chronić:pact,31
chronić:pcon,1
chronić:ppas,295
chronologicznie:adv,2
chronologiczny:adj,7
chrony:ign,1
chropowaty:adj,1
chrzan:subst,1
chrzanowski:adj,3
chrzest:subst,2
chrześcijanin:subst,8
chrześcijański:adj,25
chrząszcz:subst,1
chuli:ign,1
chuligański:adj,2
chuligaństwo:subst,2
chunków:ign,1
chusta:subst,4
chusteczka:subst,2
chustka:subst,2
chwast:subst,2
chwastobójczy:adj,1
chwila:subst,741
chwilowy:adj,4
chwyt:subst,5
chwytać:fin,1
chwytać:ger,19
chwytać:pact,1
chyba:qub,1332
chzt:ign,1
chów:subst,102
chęć:subst,10
chłodnia:subst,6
chłodnica:subst,12
chłodnictwo:subst,3
chłodniczy:adj,35
chłodnie:adv,2
chłodny:adj,1
chłodzenie:subst,7
chłodziarka:subst,4
chłodzić:ppas,9
chłodząco:adv,2
chłodzący:adj,6
chłonny:adj,1
chłopiec:subst,2
chłopięcy:adj,75
chłopski:adj,2
ci:qub,53
ciasnota:subst,1
ciastkar:ign,1
ciasto:subst,1
ciało:subst,94
cichorium:ign,1
ciciel:ign,1
cidr:ign,3
cie:subst,1
ciechanowski:adj,2
ciecz:subst,23
ciek:subst,37
ciekły:adj,253
cielesny:adj,8
cieliczka:subst,1
cielstwa:ign,1
cielę:subst,7
ciemny:adj,2
cienki:adj,87
cieplarniany:adj,31
cieplny:adj,64
ciepło:adv,44
ciepło:subst,167
ciepłochłonny:adj,1
ciepłownia:subst,3
ciepłownictwo:subst,2
ciepłowniczy:adj,21
ciepły:adj,11
cierny:adj,3
cierpienie:subst,27
cierpieć:fin,1
cierpieć:pcon,1
cierpieć:praet,1
cierpiąca:subst,36
cierpnienia:ign,1
ciesać:fin,1
ciesać:pact,7
ciesielski:adj,2
cieszyć:fin,10
cieszyński:adj,5
circa:brev,11
cirr:ign,4
cis:subst,4
cisz:subst,2
ciu:ign,2
ciwych:ign,1
cią:ign,2
ciąg:subst,1099
ciągnienie:subst,4
ciągnik:subst,58
ciągnikowy:adj,1
ciągnąć:ger,1
ciągnąć:pact,3
ciągnąć:ppas,1
ciągłość:subst,52
ciągły:adj,110
ciąża:subst,188
ciążowy:adj,1
ciążyć:inf,1
ciążyć:pact,68
ciążyć:praet,7
cięcie:subst,9
cięty:adj,120
ciężar:subst,59
ciężarna:subst,14
ciężarowy:adj,33
ciężki:adj,141
ciężko:adv,9
ciśnien:ign,1
ciśnienie:subst,28
ciśnieniemazotu:ign,1
ciśnieniowy:adj,16
cja:ign,1
cjami:ign,1
cji:ign,3
cker:ign,1
clarka:ign,1
clasical:ign,1
clavibacter:ign,1
clearing:subst,1
cliradon:ign,1
clostridium:ign,1
cmentarny:adj,1
cmentarz:subst,88
cn:ign,83
cnota:subst,1
co:comp,3493
cobrpib:ign,3
codzienny:adj,17
codzoziemcowi:ign,1
cofać:fin,142
cofać:ger,101
cofać:pact,3
cofać:pcon,1
cofać:ppas,2
cofnięcie:subst,422
cofnąć:fin,1
cofnąć:imps,25
cofnąć:inf,91
cofnąć:ppas,65
cofnąć:praet,2
cokwartalny:adj,1
cola:subst,3
college:subst,1
comiesięczny:adj,3
competenţe:ign,1
conego:ign,1
contagious:ign,5
contrle:ign,1
control:ign,3
controlesysteem:ign,1
controllo:ign,1
controlo:ign,1
corn:ign,1
corocznie:adv,213
coroczny:adj,85
corymbosa:ign,1
corynebacterium:ign,1
coturnix:ign,2
cowników:ign,1
cowywania:ign,1
coxiella:ign,1
coś:qub,2
cp:ign,4
cpc:ign,2
credere:ign,1
creutzfeldta:ign,1
critical:ign,1
cu:ign,24
cudze:subst,43
cudzoziemiec:subst,783
cudzoziemski:adj,5
cudzy:adj,33
cującym:ign,1
cukier:subst,227
cukiernia:subst,1
cukierniczy:adj,3
cukrownia:subst,4
cukrowniczy:adj,9
cukrowy:adj,105
cukrzeć:ger,1
cukrzyca:subst,2
cumować:ger,3
cuvée:ign,10
cw:ign,2
cy:ign,2
cybuch:subst,2
cyc:subst,1
cych:ign,2
cydr:subst,4
cyfra:subst,12
cyfrowo:adv,1
cyfrowy:adj,22
cygaretka:subst,14
cygarniczka:subst,2
cygaro:subst,25
cyj:ign,1
cyjanam:ign,1
cyjanamido:ign,1
cyjanamidowy:ign,3
cyjanek:subst,5
cyjano:ign,7
cyjanogu:ign,2
cyjanoguan:ign,2
cyjanoguanidyny:ign,2
cyjanoguanidynę:ign,2
cyjanowodór:subst,1
cyjne:ign,1
cyjnych:ign,2
cyjnymi:ign,1
cykl:subst,23
cyklicznie:adv,1
cykliczny:adj,5
cyklinować:ger,3
cyklohekseno:ign,1
cykloheksylo:ign,1
cyklon:subst,1
cyklotermicznych:ign,2
cykoria:subst,1
cylindryczny:adj,9
cyn:subst,2
cynk:subst,35
cynka:subst,2
cynkowo:ign,2
cynkowy:adj,1
cynowy:adj,2
cypryjski:adj,13
cyrk:subst,8
cyrkowy:adj,8
cyrkularka:subst,4
cyrusowa:ign,1
cysterna:subst,8
cytat:subst,1
cytodiagnostyka:subst,2
cytologiczny:adj,1
cytomegalia:subst,1
cytopatologii:ign,2
cytostatyczny:adj,2
cytować:ger,2
cytrusowy:adj,4
cytrynian:subst,31
cytrynowy:adj,6
cywilizacyjny:adj,8
cywilno:ign,3
cywilnoprawny:adj,141
cywilny:adj,2284
cyzelować:ger,1
cz:ign,6
cza:ign,3
czaić:fin,1
czaić:pact,1
czajnego:ign,1
czalne:ign,1
czapeczka:subst,1
czapka:subst,7
czapnictwo:subst,2
czarna:subst,2
czarnkowsko:adv,2
czarny:subst,3
czarter:subst,17
czarterować:pact,42
czarterowy:adj,15
czas:pred,1567
czas:subst,3137
czasopismo:subst,33
czasowo:adv,151
czasowy:adj,391
czaszka:subst,1
czcionka:subst,4
czechosłowacki:adj,5
czego:adv,32
czek:subst,77
czekać:inf,1
czekać:pcon,3
czekoladowy:adj,1
czekowy:adj,5
czeladniczy:adj,6
czeladnik:subst,2
czenia:ign,4
czenie:ign,2
czeniowych:ign,2
czeniowym:ign,1
czeniu:ign,2
czepek:subst,1
czerniak:subst,1
czernica:subst,1
czerp:subst,2
czerpalny:adj,3
czerpać:inf,1
czerpać:ppas,1
czerwiec:subst,1475
czerwona:subst,5
czerwone:subst,6
czerwonka:subst,3
czerwono:adv,3
czerwony:subst,3
czesanka:subst,1
czesankowy:adj,10
czesać:ppas,48
czeski:adj,24
czesne:subst,3
czeństwa:ign,1
czeństwo:ign,1
cześć:subst,5
czn:ign,1
czne:ign,1
cznego:ign,1
cznie:ign,1
cznik:ign,1
cznika:ign,5
cznych:ign,1
czonych:ign,1
czonym:ign,1
czonymi:ign,1
czopuch:subst,1
czosnek:subst,2
czołg:subst,1
czoło:subst,4
czterdziestokrotny:adj,1
czterdziestopięciokrotny:adj,1
czterdzieści:num,13
czterechsetny:adj,2
czternasta:subst,2
czternastodniowy:adj,3
czternasty:subst,3
czternastya:ign,1
czternaście:num,37
cztero:ign,3
czterobrygadowy:adj,2
czterocyfrowy:adj,1
czterodniowy:adj,1
czterokrotnie:adv,4
czterokrotność:subst,9
czterokrotny:adj,2
czteroletni:adj,14
czteromiesięczny:adj,2
czteroramienny:adj,1
cztery:num,105
czterystukrotność:subst,1
czujnik:subst,1
czuwanie:subst,8
czuwać:fin,11
czuwać:inf,2
czuwać:pact,1
czuwać:pcon,1
czwarta:subst,68
czwartek:subst,1
czwartorzędowy:adj,1
czwarty:subst,13
czy:conj,564
czych:ign,2
czyj:adj,16
czyli:conj,37
czym:conj,383
czymdekl:ign,1
czyn:subst,1004
czynienie:subst,1
czynić:fin,41
czynić:inf,15
czynić:pcon,9
czynić:ppas,1
czynić:praet,5
czynnie:adv,1
czynnik:subst,220
czynność:subst,4523
czynny:adj,471
czynnści:ign,1
czynsz:subst,188
czynszowy:adj,5
czysta:subst,20
czysto:adv,1
czystorasowy:adj,4
czystość:subst,65
czysty:adj,20
czyszczenie:subst,43
czyszczący:adj,3
czytanie:subst,4
czytelnictwo:subst,2
czytelnie:adv,6
czytelność:subst,14
czytelny:adj,35
czytnik:subst,1
czące:ign,1
czących:ign,1
cząsteczka:subst,9
cząsteczkowy:adj,4
cząstka:subst,6
cząstkowy:adj,7
czę:ign,1
często:adv,23
częstochowski:adj,3
częstotliwość:subst,166
częstość:subst,6
częsty:adj,2
częściowo:adv,121
częściowy:adj,216
część:subst,3373
człon:subst,5
członek:subst,3994
członkostwo:subst,268
członkow:ign,1
członkowski:adj,1216
członowskich:ign,1
członowy:adj,1
człowiek:subst,870
człuchowski:adj,2
córka:subst,2
cą:ign,2
cło:subst,612
dach:subst,4
dachowy:adj,11
dacia:subst,34
daktyloskopijny:adj,3
dala:burk,1
daleki:adj,503
daleko:adv,1516
dalekopis:subst,6
dalekosiężny:adj,1
dalekowschodni:adj,1
damski:adj,103
dan:subst,358
dana:subst,5539
danie:subst,3
daniel:subst,11
danina:subst,16
daninowym:ign,3
dany:adj,730
dar:subst,22
darczyńca:subst,21
darnina:subst,1
darowanie:subst,14
darować:inf,3
darować:ppas,2
darowizna:subst,242
darowywać:fin,2
data:subst,1477
datek:subst,2
datować:ppas,1
dawanie:subst,4
dawać:fin,96
dawać:inf,1
dawać:pact,128
dawać:ppas,1
dawać:praet,2
dawca:subst,76
dawka:subst,120
dawkowanie:subst,16
dawkować:ppas,1
dawno:adv,1
dawny:adj,6
dać:fin,18
dać:praet,4
db:ign,7
dbanie:subst,4
dbać:fin,6
dbać:inf,11
dbałość:subst,7
de:subst,24
deaktywacji:ign,1
debata:subst,6
decy:ign,1
decybel:subst,2
decydować:fin,76
decydować:ger,1
decydować:inf,1
decydować:pcon,1
decydujący:adj,22
decyteks:subst,75
decyzja:subst,5208
dedykacja:subst,1
dedykować:ppas,2
deer:ign,1
defekacyjny:adj,4
defekt:subst,1
deficyt:subst,47
deficytowy:adj,2
definicja:subst,20
deformacja:subst,1
deg:ign,1
degradacja:subst,42
degradujący:adj,1
degresywny:adj,1
degustacja:subst,2
dek:subst,2
dekadowy:adj,3
dekapitalizacja:subst,1
dekarboniza:ign,1
dekarbonizacja:subst,1
dekarski:adj,2
deklar:ign,1
deklaracja:subst,512
deklaro:ign,1
deklarow:ign,3
deklarowan:ign,1
deklarować:fin,4
deklarować:ger,11
deklarować:pact,2
deklarować:ppas,84
deklinacja:subst,6
dekoracja:subst,4
dekoracyjny:adj,3
dekorować:ppas,1
dekret:subst,44
dekretacja:subst,1
dekstromoramid:ign,1
dekstroza:subst,1
dekstryna:subst,5
del:burk,1
delegacja:subst,17
delegat:subst,116
delegatura:subst,104
delegowany:adj,4
delegowany:depr,11
delegowany:subst,99
delegować:fin,10
delegować:ger,117
delegować:inf,39
delegować:pact,4
delegować:praet,4
delta:subst,3
demarkacyjny:adj,1
demetylomorfina:ign,1
demo:subst,1
demografia:subst,1
demograficzny:adj,11
demokracja:subst,3
demokratycznie:adv,1
demokratyczny:adj,8
demonstracja:subst,2
demonstracyjnie:adv,1
demonstracyjny:adj,1
demontaż:subst,17
demoralizacja:subst,15
dendrologia:subst,1
denitracyjne:ign,5
deno:ign,1
denodimo:ign,2
denodimoc:ign,1
denodimonajmniej:ign,1
denominacja:subst,4
dentysta:subst,75
dentystyczny:adj,7
denuncjować:praet,1
deoksymorfina:ign,1
deontologia:subst,2
departament:subst,69
depesza:subst,1
deponent:subst,31
deponować:ger,1
deponować:inf,2
deponować:ppas,4
deportacja:subst,2
deportowana:subst,7
depozyt:subst,338
depozytariusz:subst,60
depozytowy:adj,74
depresja:subst,2
depresyjny:adj,2
deputat:subst,17
dera:subst,2
deratyzacja:subst,6
dermatolog:subst,1
derywat:subst,46
derzsy:ign,2
des:subst,2
deska:subst,1
deskowanie:subst,2
destabilizacja:subst,4
destylacja:subst,15
destylat:subst,11
destylować:fin,3
destylować:ppas,2
desygnować:ger,1
desygnować:ppas,3
desykant:subst,1
deszczownia:subst,2
deszczownianych:ign,1
deszczownie:adv,1
deszczowy:adj,2
det:ign,1
detal:subst,2
detaliczny:adj,255
detektyw:subst,40
detektywistyczny:adj,29
detergent:subst,2
determinować:ppas,3
detoksykacja:subst,4
detonacja:subst,2
dewaluacja:subst,1
dewastacja:subst,5
deweloper:subst,5
deweloperski:adj,6
dewiza:subst,11
dewizowy:adj,333
dezercja:subst,4
dezomorfina:ign,1
dezynfekcja:subst,14
dezynfekcyjny:adj,10
dezynfekujący:adj,1
dezynsekcja:subst,3
dhekelia:ign,1
diabaz:subst,1
diacetoksy:ign,1
diacetylomorfina:subst,1
diagnos:ign,1
diagnosta:subst,179
diagnostyczno:ign,27
diagnostycznokonsultacyjny:adj,3
diagnostyczny:adj,87
diagnostyk:subst,1
diagnostyka:subst,88
diagnoza:subst,9
diagnozować:ger,15
diakon:subst,2
diakonat:subst,5
dializa:subst,1
dialog:subst,75
dialogowy:adj,1
diamentowy:adj,4
diampromid:ign,1
diapozytyw:subst,1
diariusz:subst,1
diatomitowe:ign,1
diazotypia:subst,3
dibenzo:ign,10
dibenzofuranu:ign,2
dibromodifluoroetan:ign,1
dibromodifluoropropan:ign,1
dibromofluoroetan:ign,1
dibromofluorometan:ign,1
dibromofluoropropan:ign,1
dibromopentafluoropropan:ign,1
dibromotetrafluoroetan:ign,1
dibromotetrafluoropropan:ign,1
dibromotrifluoroetan:ign,1
dibromotrifluoropropan:ign,1
dichloro:ign,3
dichlorodifluoroetan:ign,1
dichlorodifluorometan:ign,1
dichlorodifluoropropan:ign,1
dichlorofluoroetan:ign,1
dichlorofluorometan:ign,1
dichlorofluoropropan:ign,1
dichloroheksafluoropropan:ign,1
dichloropentafluoropropan:ign,1
dichlorotetrafluoroetan:ign,1
dichlorotetrafluoropropan:ign,1
dichlorotrifluoroetan:ign,1
dichlorotrifluoropropan:ign,1
didehydro:ign,8
diecezja:subst,32
diecezjalny:adj,3
dieease:ign,1
dielektryk:subst,1
diesel:subst,2
dieta:subst,128
dietetyczny:adj,10
dietyloamid:ign,1
dietyloamino:ign,1
dietyloaminoetylo:ign,2
dietylotiambuten:ign,1
dietylotryptamina:ign,1
difenoksylat:ign,1
difenoksyna:ign,1
difenyl:subst,3
difenylo:ign,18
difenylobutan:ign,1
difenyloheptan:ign,4
difenylometan:ign,1
difenylooctowego:ign,1
difenylopropylo:ign,5
difficile:ign,1
difluoroetan:ign,1
digitalizacja:subst,1
dihydro:ign,2
dihydrodeoksymorfina:ign,1
dihydroetorfina:ign,1
dihydrokodeinon:ign,1
dihydrokodeinonu:ign,1
dihydroksy:ign,1
dihydromorfina:ign,2
dihydromorfinon:ign,1
dim:ign,1
dimefeptanol:ign,1
dimenoksadol:ign,1
dimetoksy:ign,10
dimetoksyamfetamina:ign,1
dimetylo:ign,7
dimetyloamino:ign,14
dimetyloaminoetylo:ign,2
dimetyloaminoetylowy:ign,1
dimetylofenetyloamina:ign,2
dimetyloheksylo:ign,1
dimetyloheptylo:ign,2
dimetylomorfinan:ign,1
